tract_fips,tract_name,town,county,town_fips
"09003487300",Census Tract 4873,South Windsor,Hartford,"0900371390"
"09007600100",Census Tract 6001,Chester,Middlesex,"0900714300"
"09007610200",Census Tract 6102,Clinton,Middlesex,"0900715350"
"09007550100",Census Tract 5501,East Hampton,Middlesex,"0900722490"
"09009125100",Census Tract 1251,Ansonia,New Haven,"0900901220"
"09003415500",Census Tract 4155,New Britain,Hartford,"0900350440"
"09003415600",Census Tract 4156,New Britain,Hartford,"0900350440"
"09003415700",Census Tract 4157,New Britain,Hartford,"0900350440"
"09003415800",Census Tract 4158,New Britain,Hartford,"0900350440"
"09003415900",Census Tract 4159,New Britain,Hartford,"0900350440"
"09003416000",Census Tract 4160,New Britain,Hartford,"0900350440"
"09003416100",Census Tract 4161,New Britain,Hartford,"0900350440"
"09003494400",Census Tract 4944,Newington,Hartford,"0900352140"
"09003494500",Census Tract 4945,Newington,Hartford,"0900352140"
"09003502400",Census Tract 5024,Hartford,Hartford,"0900337070"
"09003416200",Census Tract 4162,New Britain,Hartford,"0900350440"
"09003416300",Census Tract 4163,New Britain,Hartford,"0900350440"
"09003416400",Census Tract 4164,New Britain,Hartford,"0900350440"
"09003416600",Census Tract 4166,New Britain,Hartford,"0900350440"
"09003416700",Census Tract 4167,New Britain,Hartford,"0900350440"
"09003416800",Census Tract 4168,New Britain,Hartford,"0900350440"
"09003417100",Census Tract 4171,New Britain,Hartford,"0900350440"
"09003417200",Census Tract 4172,New Britain,Hartford,"0900350440"
"09003417300",Census Tract 4173,New Britain,Hartford,"0900350440"
"09003417400",Census Tract 4174,New Britain,Hartford,"0900350440"
"09003417500",Census Tract 4175,New Britain,Hartford,"0900350440"
"09003504800",Census Tract 5048,Hartford,Hartford,"0900337070"
"09003420500",Census Tract 4205,Plainville,Hartford,"0900360120"
"09003430201",Census Tract 4302.01,Southington,Hartford,"0900370550"
"09003430302",Census Tract 4303.02,Southington,Hartford,"0900370550"
"09003430602",Census Tract 4306.02,Southington,Hartford,"0900370550"
"09003497700",Census Tract 4977,West Hartford,Hartford,"0900382590"
"09003500200",Census Tract 5002,Hartford,Hartford,"0900337070"
"09003500300",Census Tract 5003,Hartford,Hartford,"0900337070"
"09007630100",Census Tract 6301,Essex,Middlesex,"0900726270"
"09007585100",Census Tract 5851,Durham,Middlesex,"0900720810"
"09007610400",Census Tract 6104,Clinton,Middlesex,"0900715350"
"09009125300",Census Tract 1253,Ansonia,New Haven,"0900901220"
"09009125400",Census Tract 1254,Ansonia,New Haven,"0900901220"
"09003460301",Census Tract 4603.01,Farmington,Hartford,"0900327600"
"09003462202",Census Tract 4622.02,Avon,Hartford,"0900302060"
"09003466201",Census Tract 4662.01,Simsbury,Hartford,"0900368940"
"09003466400",Census Tract 4664,Simsbury,Hartford,"0900368940"
"09003490302",Census Tract 4903.02,Rocky Hill,Hartford,"0900365370"
"09003492100",Census Tract 4921,Wethersfield,Hartford,"0900384900"
"09009140100",Census Tract 1401,New Haven,New Haven,"0900952070"
"09009140200",Census Tract 1402,New Haven,New Haven,"0900952070"
"09009140300",Census Tract 1403,New Haven,New Haven,"0900952070"
"09009140400",Census Tract 1404,New Haven,New Haven,"0900952070"
"09009140500",Census Tract 1405,New Haven,New Haven,"0900952070"
"09009140600",Census Tract 1406,New Haven,New Haven,"0900952070"
"09009140700",Census Tract 1407,New Haven,New Haven,"0900952070"
"09003492600",Census Tract 4926,Wethersfield,Hartford,"0900384900"
"09003471200",Census Tract 4712,Bloomfield,Hartford,"0900305910"
"09003511300",Census Tract 5113,East Hartford,Hartford,"0900322630"
"09003480800",Census Tract 4808,Enfield,Hartford,"0900325990"
"09003520400",Census Tract 5204,Glastonbury,Hartford,"0900331240"
"09003515101",Census Tract 5151.01,Manchester,Hartford,"0900344700"
"09003490100",Census Tract 4901,Rocky Hill,Hartford,"0900365370"
"09001090100",Census Tract 901,Trumbull,Fairfield,"0900177200"
"09001055200",Census Tract 552,Weston,Fairfield,"0900183430"
"09001045400",Census Tract 454,Wilton,Fairfield,"0900186370"
"09001035400",Census Tract 354,New Canaan,Fairfield,"0900150580"
"09001042800",Census Tract 428,Norwalk,Fairfield,"0900156060"
"09001245600",Census Tract 2456,Ridgefield,Fairfield,"0900163970"
"09001020400",Census Tract 204,Stamford,Fairfield,"0900173070"
"09001090600",Census Tract 906,Trumbull,Fairfield,"0900177200"
"09001011300",Census Tract 113,Greenwich,Fairfield,"0900133620"
"09001230300",Census Tract 2303,Newtown,Fairfield,"0900152980"
"09001021000",Census Tract 210,Stamford,Fairfield,"0900173070"
"09001030500",Census Tract 305,Darien,Fairfield,"0900118850"
"09001210100",Census Tract 2101,Danbury,Fairfield,"0900118500"
"09001073900",Census Tract 739,Bridgeport,Fairfield,"0900108070"
"09001081300",Census Tract 813,Stratford,Fairfield,"0900174190"
"09001010800",Census Tract 108,Greenwich,Fairfield,"0900133620"
"09001020100",Census Tract 201,Stamford,Fairfield,"0900173070"
"09001020500",Census Tract 205,Stamford,Fairfield,"0900173070"
"09001020800",Census Tract 208,Stamford,Fairfield,"0900173070"
"09001043300",Census Tract 433,Norwalk,Fairfield,"0900156060"
"09001080400",Census Tract 804,Stratford,Fairfield,"0900174190"
"09001110302",Census Tract 1103.02,Shelton,Fairfield,"0900168170"
"09001030200",Census Tract 302,Darien,Fairfield,"0900118850"
"09001045102",Census Tract 451.02,Wilton,Fairfield,"0900186370"
"09001010900",Census Tract 109,Greenwich,Fairfield,"0900133620"
"09001011000",Census Tract 110,Greenwich,Fairfield,"0900133620"
"09001100100",Census Tract 1001,Monroe,Fairfield,"0900148620"
"09001110600",Census Tract 1106,Shelton,Fairfield,"0900168170"
"09001205200",Census Tract 2052,Brookfield,Fairfield,"0900108980"
"09001230100",Census Tract 2301,Newtown,Fairfield,"0900152980"
"09001257100",Census Tract 2571,Sherman,Fairfield,"0900168310"
"09001211200",Census Tract 2112,Danbury,Fairfield,"0900118500"
"09001210800",Census Tract 2108,Danbury,Fairfield,"0900118500"
"09001210600",Census Tract 2106,Danbury,Fairfield,"0900118500"
"09001210500",Census Tract 2105,Danbury,Fairfield,"0900118500"
"09001110500",Census Tract 1105,Shelton,Fairfield,"0900168170"
"09001110400",Census Tract 1104,Shelton,Fairfield,"0900168170"
"09001043100",Census Tract 431,Norwalk,Fairfield,"0900156060"
"09001245200",Census Tract 2452,Ridgefield,Fairfield,"0900163970"
"09001110202",Census Tract 1102.02,Shelton,Fairfield,"0900168170"
"09001045200",Census Tract 452,Wilton,Fairfield,"0900186370"
"09001035200",Census Tract 352,New Canaan,Fairfield,"0900150580"
"09001060100",Census Tract 601,Fairfield,Fairfield,"0900126620"
"09001020900",Census Tract 209,Stamford,Fairfield,"0900173070"
"09001200200",Census Tract 2002,Bethel,Fairfield,"0900104720"
"09001055100",Census Tract 551,Weston,Fairfield,"0900183430"
"09001200301",Census Tract 2003.01,Bethel,Fairfield,"0900104720"
"09001073100",Census Tract 731,Bridgeport,Fairfield,"0900108070"
"09001211000",Census Tract 2110,Danbury,Fairfield,"0900118500"
"09001210200",Census Tract 2102,Danbury,Fairfield,"0900118500"
"09001105200",Census Tract 1052,Easton,Fairfield,"0900123890"
"09001060300",Census Tract 603,Fairfield,Fairfield,"0900126620"
"09001090500",Census Tract 905,Trumbull,Fairfield,"0900177200"
"09001110201",Census Tract 1102.01,Shelton,Fairfield,"0900168170"
"09001030100",Census Tract 301,Darien,Fairfield,"0900118850"
"09001090200",Census Tract 902,Trumbull,Fairfield,"0900177200"
"09001010300",Census Tract 103,Greenwich,Fairfield,"0900133620"
"09001050200",Census Tract 502,Westport,Fairfield,"0900183500"
"09001081100",Census Tract 811,Stratford,Fairfield,"0900174190"
"09001042700",Census Tract 427,Norwalk,Fairfield,"0900156060"
"09001020300",Census Tract 203,Stamford,Fairfield,"0900173070"
"09001240100",Census Tract 2401,Redding,Fairfield,"0900163480"
"09001043200",Census Tract 432,Norwalk,Fairfield,"0900156060"
"09001090400",Census Tract 904,Trumbull,Fairfield,"0900177200"
"09001081200",Census Tract 812,Stratford,Fairfield,"0900174190"
"09001021200",Census Tract 212,Stamford,Fairfield,"0900173070"
"09001230200",Census Tract 2302,Newtown,Fairfield,"0900152980"
"09001010201",Census Tract 102.01,Greenwich,Fairfield,"0900133620"
"09001010202",Census Tract 102.02,Greenwich,Fairfield,"0900133620"
"09001200100",Census Tract 2001,Bethel,Fairfield,"0900104720"
"09001245100",Census Tract 2451,Ridgefield,Fairfield,"0900163970"
"09001245500",Census Tract 2455,Ridgefield,Fairfield,"0900163970"
"09001011100",Census Tract 111,Greenwich,Fairfield,"0900133620"
"09001010500",Census Tract 105,Greenwich,Fairfield,"0900133620"
"09009142200",Census Tract 1422,New Haven,New Haven,"0900952070"
"09009142300",Census Tract 1423,New Haven,New Haven,"0900952070"
"09009142400",Census Tract 1424,New Haven,New Haven,"0900952070"
"09009142500",Census Tract 1425,New Haven,New Haven,"0900952070"
"09009142601",Census Tract 1426.01,New Haven,New Haven,"0900952070"
"09009142700",Census Tract 1427,New Haven,New Haven,"0900952070"
"09011714104",Census Tract 7141.04,Colchester,New London,"0901115910"
"09011870704",Census Tract 8707.04,East Lyme,New London,"0901123400"
"09011870701",Census Tract 8707.01,East Lyme,New London,"0901123400"
"09011705102",Census Tract 7051.02,Stonington,New London,"0901173770"
"09011705101",Census Tract 7051.01,Stonington,New London,"0901173770"
"09011870300",Census Tract 8703,New London,New London,"0901152350"
"09013529100",Census Tract 5291,Bolton,Tolland,"0901306260"
"09013530100",Census Tract 5301,Vernon,Tolland,"0901378250"
"09003524100",Census Tract 5241,Marlborough,Hartford,"0900345820"
"09013530301",Census Tract 5303.01,Vernon,Tolland,"0901378250"
"09013530302",Census Tract 5303.02,Vernon,Tolland,"0901378250"
"09013530400",Census Tract 5304,Vernon,Tolland,"0901378250"
"09003515000",Census Tract 5150,Manchester,Hartford,"0900344700"
"09003515200",Census Tract 5152,Manchester,Hartford,"0900344700"
"09003500500",Census Tract 5005,Hartford,Hartford,"0900337070"
"09003520201",Census Tract 5202.01,Glastonbury,Hartford,"0900331240"
"09009154100",Census Tract 1541,West Haven,New Haven,"0900982870"
"09009154200",Census Tract 1542,West Haven,New Haven,"0900982870"
"09009154500",Census Tract 1545,West Haven,New Haven,"0900982870"
"09009154600",Census Tract 1546,West Haven,New Haven,"0900982870"
"09009154800",Census Tract 1548,West Haven,New Haven,"0900982870"
"09009154900",Census Tract 1549,West Haven,New Haven,"0900982870"
"09009155100",Census Tract 1551,West Haven,New Haven,"0900982870"
"09009150700",Census Tract 1507,Milford,New Haven,"0900947535"
"09009157300",Census Tract 1573,Orange,New Haven,"0900957600"
"09009161100",Census Tract 1611,Bethany,New Haven,"0900904580"
"09009165100",Census Tract 1651,Hamden,New Haven,"0900935650"
"09009157200",Census Tract 1572,Orange,New Haven,"0900957600"
"09001010700",Census Tract 107,Greenwich,Fairfield,"0900133620"
"09001010600",Census Tract 106,Greenwich,Fairfield,"0900133620"
"09001021400",Census Tract 214,Stamford,Fairfield,"0900173070"
"09001011200",Census Tract 112,Greenwich,Fairfield,"0900133620"
"09009150100",Census Tract 1501,Milford,New Haven,"0900947535"
"09003514300",Census Tract 5143,Manchester,Hartford,"0900344700"
"09001200302",Census Tract 2003.02,Bethel,Fairfield,"0900104720"
"09009150200",Census Tract 1502,Milford,New Haven,"0900947535"
"09009175600",Census Tract 1756,Wallingford,New Haven,"0900978740"
"09009175700",Census Tract 1757,Wallingford,New Haven,"0900978740"
"09009175900",Census Tract 1759,Wallingford,New Haven,"0900978740"
"09009180300",Census Tract 1803,East Haven,New Haven,"0900922910"
"09009180400",Census Tract 1804,East Haven,New Haven,"0900922910"
"09009180500",Census Tract 1805,East Haven,New Haven,"0900922910"
"09009180601",Census Tract 1806.01,East Haven,New Haven,"0900922910"
"09009180200",Census Tract 1802,East Haven,New Haven,"0900922910"
"09009180602",Census Tract 1806.02,East Haven,New Haven,"0900922910"
"09009184400",Census Tract 1844,Branford,New Haven,"0900907310"
"09009184500",Census Tract 1845,Branford,New Haven,"0900907310"
"09009184600",Census Tract 1846,Branford,New Haven,"0900907310"
"09009167300",Census Tract 1673,North Haven,New Haven,"0900954870"
"09009184700",Census Tract 1847,Branford,New Haven,"0900907310"
"09009350100",Census Tract 3501,Waterbury,New Haven,"0900980070"
"09009350200",Census Tract 3502,Waterbury,New Haven,"0900980070"
"09009350300",Census Tract 3503,Waterbury,New Haven,"0900980070"
"09009170200",Census Tract 1702,Meriden,New Haven,"0900946520"
"09009170300",Census Tract 1703,Meriden,New Haven,"0900946520"
"09009170400",Census Tract 1704,Meriden,New Haven,"0900946520"
"09009166001",Census Tract 1660.01,Hamden,New Haven,"0900935650"
"09009350400",Census Tract 3504,Waterbury,New Haven,"0900980070"
"09009350500",Census Tract 3505,Waterbury,New Haven,"0900980070"
"09009352701",Census Tract 3527.01,Waterbury,New Haven,"0900980070"
"09009352702",Census Tract 3527.02,Waterbury,New Haven,"0900980070"
"09009352800",Census Tract 3528,Waterbury,New Haven,"0900980070"
"09009166002",Census Tract 1660.02,Hamden,New Haven,"0900935650"
"09009184100",Census Tract 1841,Branford,New Haven,"0900907310"
"09009194202",Census Tract 1942.02,Madison,New Haven,"0900944560"
"09009346102",Census Tract 3461.02,Oxford,New Haven,"0900958300"
"09009351100",Census Tract 3511,Waterbury,New Haven,"0900980070"
"09009361300",Census Tract 3613,Wolcott,New Haven,"0900987560"
"09009190303",Census Tract 1903.03,Guilford,New Haven,"0900934950"
"09009341100",Census Tract 3411,Beacon Falls,New Haven,"0900903250"
"09009343200",Census Tract 3432,Cheshire,New Haven,"0900914160"
"09009350800",Census Tract 3508,Waterbury,New Haven,"0900980070"
"09009351800",Census Tract 3518,Waterbury,New Haven,"0900980070"
"09009351000",Census Tract 3510,Waterbury,New Haven,"0900980070"
"09009351200",Census Tract 3512,Waterbury,New Haven,"0900980070"
"09009351300",Census Tract 3513,Waterbury,New Haven,"0900980070"
"09009351400",Census Tract 3514,Waterbury,New Haven,"0900980070"
"09009350900",Census Tract 3509,Waterbury,New Haven,"0900980070"
"09003980000",Census Tract 9800,Windsor Locks,Hartford,"0900387070"
"09009345100",Census Tract 3451,Naugatuck,New Haven,"0900949950"
"09009345202",Census Tract 3452.02,Naugatuck,New Haven,"0900949950"
"09009347100",Census Tract 3471,Prospect,New Haven,"0900962290"
"09009347200",Census Tract 3472,Prospect,New Haven,"0900962290"
"09009352200",Census Tract 3522,Waterbury,New Haven,"0900980070"
"09009352500",Census Tract 3525,Waterbury,New Haven,"0900980070"
"09009352600",Census Tract 3526,Waterbury,New Haven,"0900980070"
"09009352100",Census Tract 3521,Waterbury,New Haven,"0900980070"
"09015907200",Census Tract 9072,Plainfield,Windham,"0901559980"
"09005253200",Census Tract 2532,New Milford,Litchfield,"0900552630"
"09005349200",Census Tract 3492,Thomaston,Litchfield,"0900575730"
"09005362101",Census Tract 3621.01,Woodbury,Litchfield,"0900587910"
"09005320100",Census Tract 3201,Winchester,Litchfield,"0900586440"
"09005300400",Census Tract 3004,Litchfield,Litchfield,"0900543370"
"09005300500",Census Tract 3005,Litchfield,Litchfield,"0900543370"
"09005360100",Census Tract 3601,Watertown,Litchfield,"0900580490"
"09005425300",Census Tract 4253,Plymouth,Litchfield,"0900560750"
"09005261100",Census Tract 2611,Salisbury,Litchfield,"0900566420"
"09005253400",Census Tract 2534,New Milford,Litchfield,"0900552630"
"09005349100",Census Tract 3491,Thomaston,Litchfield,"0900575730"
"09005253500",Census Tract 2535,New Milford,Litchfield,"0900552630"
"09005296100",Census Tract 2961,Goshen,Litchfield,"0900532290"
"09005310601",Census Tract 3106.01,Torrington,Litchfield,"0900576570"
"09005306100",Census Tract 3061,New Hartford,Litchfield,"0900551350"
"09005263200",Census Tract 2632,Cornwall,Litchfield,"0900517240"
"09005300100",Census Tract 3001,Litchfield,Litchfield,"0900543370"
"09005362102",Census Tract 3621.02,Woodbury,Litchfield,"0900587910"
"09011715100",Census Tract 7151,Salem,New London,"0901166210"
"09013526102",Census Tract 5261.02,Hebron,Tolland,"0901337910"
"09013526101",Census Tract 5261.01,Hebron,Tolland,"0901337910"
"09013890202",Census Tract 8902.02,Stafford,Tolland,"0901372090"
"09013890201",Census Tract 8902.01,Union,Tolland,"0901377830"
"09009151000",Census Tract 1510,Milford,New Haven,"0900947535"
"09007542000",Census Tract 5420,Middletown,Middlesex,"0900747360"
"09007640100",Census Tract 6401,Killingworth,Middlesex,"0900740710"
"09007570300",Census Tract 5703,Cromwell,Middlesex,"0900718080"
"09007590100",Census Tract 5901,Haddam,Middlesex,"0900735230"
"09007560200",Census Tract 5602,Portland,Middlesex,"0900761800"
"09007560100",Census Tract 5601,Portland,Middlesex,"0900761800"
"09007670100",Census Tract 6701,Old Saybrook,Middlesex,"0900757320"
"09007542100",Census Tract 5421,Middletown,Middlesex,"0900747360"
"09007541200",Census Tract 5412,Middletown,Middlesex,"0900747360"
"09007620100",Census Tract 6201,Deep River,Middlesex,"0900719130"
"09007610100",Census Tract 6101,Clinton,Middlesex,"0900715350"
"09007670200",Census Tract 6702,Old Saybrook,Middlesex,"0900757320"
"09007570200",Census Tract 5702,Cromwell,Middlesex,"0900718080"
"09009120100",Census Tract 1201,Derby,New Haven,"0900919550"
"09009120200",Census Tract 1202,Derby,New Haven,"0900919550"
"09013881500",Census Tract 8815,Mansfield,Tolland,"0901344910"
"09013535100",Census Tract 5351,Ellington,Tolland,"0901325360"
"09003503700",Census Tract 5037,Hartford,Hartford,"0900337070"
"09003503800",Census Tract 5038,Hartford,Hartford,"0900337070"
"09003503900",Census Tract 5039,Hartford,Hartford,"0900337070"
"09003504000",Census Tract 5040,Hartford,Hartford,"0900337070"
"09003503500",Census Tract 5035,Hartford,Hartford,"0900337070"
"09007541402",Census Tract 5414.02,Middletown,Middlesex,"0900747360"
"09007541401",Census Tract 5414.01,Middletown,Middlesex,"0900747360"
"09007550202",Census Tract 5502.02,East Hampton,Middlesex,"0900722490"
"09007595102",Census Tract 5951.02,East Haddam,Middlesex,"0900722280"
"09007550201",Census Tract 5502.01,East Hampton,Middlesex,"0900722490"
"09007595101",Census Tract 5951.01,East Haddam,Middlesex,"0900722280"
"09007680200",Census Tract 6802,Middletown,Middlesex,"0900747360"
"09009361402",Census Tract 3614.02,New Haven,New Haven,"0900952070"
"09009348122",Census Tract 3481.22,Southbury,New Haven,"0900969640"
"09009348123",Census Tract 3481.23,Southbury,New Haven,"0900969640"
"09009348124",Census Tract 3481.24,Southbury,New Haven,"0900969640"
"09009348125",Census Tract 3481.25,Southbury,New Haven,"0900969640"
"09011870703",Census Tract 8707.03,East Lyme,New London,"0901123400"
"09011870502",Census Tract 8705.02,Montville,New London,"0901148900"
"09011870501",Census Tract 8705.01,Montville,New London,"0901148900"
"09011714103",Census Tract 7141.03,Colchester,New London,"0901115910"
"09011870200",Census Tract 8702,Groton,New London,"0901134250"
"09009150500",Census Tract 1505,Milford,New Haven,"0900947535"
"09009150400",Census Tract 1504,Milford,New Haven,"0900947535"
"09011690300",Census Tract 6903,New London,New London,"0901152350"
"09011690400",Census Tract 6904,New London,New London,"0901152350"
"09011690500",Census Tract 6905,New London,New London,"0901152350"
"09011690700",Census Tract 6907,New London,New London,"0901152350"
"09011690800",Census Tract 6908,New London,New London,"0901152350"
"09011690900",Census Tract 6909,New London,New London,"0901152350"
"09011693500",Census Tract 6935,Waterford,New London,"0901180280"
"09011693600",Census Tract 6936,Waterford,New London,"0901180280"
"09011696800",Census Tract 6968,Norwich,New London,"0901156270"
"09011697000",Census Tract 6970,Norwich,New London,"0901156270"
"09007610300",Census Tract 6103,Clinton,Middlesex,"0900715350"
"09011702300",Census Tract 7023,Groton,New London,"0901134250"
"09011702400",Census Tract 7024,Groton,New London,"0901134250"
"09001042600",Census Tract 426,Norwalk,Fairfield,"0900156060"
"09001042900",Census Tract 429,Norwalk,Fairfield,"0900156060"
"09001071000",Census Tract 710,Bridgeport,Fairfield,"0900108070"
"09001071100",Census Tract 711,Bridgeport,Fairfield,"0900108070"
"09001071200",Census Tract 712,Bridgeport,Fairfield,"0900108070"
"09001071300",Census Tract 713,Bridgeport,Fairfield,"0900108070"
"09001071400",Census Tract 714,Bridgeport,Fairfield,"0900108070"
"09003430100",Census Tract 4301,Southington,Hartford,"0900370550"
"09001071600",Census Tract 716,Bridgeport,Fairfield,"0900108070"
"09003487100",Census Tract 4871,South Windsor,Hartford,"0900371390"
"09001043400",Census Tract 434,Norwalk,Fairfield,"0900156060"
"09001043500",Census Tract 435,Norwalk,Fairfield,"0900156060"
"09001071900",Census Tract 719,Bridgeport,Fairfield,"0900108070"
"09001072000",Census Tract 720,Bridgeport,Fairfield,"0900108070"
"09001072200",Census Tract 722,Bridgeport,Fairfield,"0900108070"
"09001043600",Census Tract 436,Norwalk,Fairfield,"0900156060"
"09001072300",Census Tract 723,Bridgeport,Fairfield,"0900108070"
"09001072400",Census Tract 724,Bridgeport,Fairfield,"0900108070"
"09001072500",Census Tract 725,Bridgeport,Fairfield,"0900108070"
"09011705400",Census Tract 7054,Stonington,New London,"0901173770"
"09011716101",Census Tract 7161.01,East Lyme,New London,"0901123400"
"09011695202",Census Tract 6952.02,Montville,New London,"0901148900"
"09011711100",Census Tract 7111,Sprague,New London,"0901171670"
"09011705200",Census Tract 7052,Stonington,New London,"0901173770"
"09011701100",Census Tract 7011,Ledyard,New London,"0901142600"
"09001072600",Census Tract 726,Bridgeport,Fairfield,"0900108070"
"09001072700",Census Tract 727,Bridgeport,Fairfield,"0900108070"
"09001043900",Census Tract 439,Norwalk,Fairfield,"0900156060"
"09001043700",Census Tract 437,Norwalk,Fairfield,"0900156060"
"09001072800",Census Tract 728,Bridgeport,Fairfield,"0900108070"
"09011693300",Census Tract 6933,Waterford,New London,"0901180280"
"09011714101",Census Tract 7141.01,Colchester,New London,"0901115910"
"09011707100",Census Tract 7071,North Stonington,New London,"0901155500"
"09011701200",Census Tract 7012,Ledyard,New London,"0901142600"
"09011695201",Census Tract 6952.01,Montville,New London,"0901148900"
"09011650100",Census Tract 6501,Lyme,New London,"0901144210"
"09011696600",Census Tract 6966,Norwich,New London,"0901156270"
"09011693400",Census Tract 6934,Waterford,New London,"0901180280"
"09001044000",Census Tract 440,Norwalk,Fairfield,"0900156060"
"09001044100",Census Tract 441,Norwalk,Fairfield,"0900156060"
"09001044200",Census Tract 442,Norwalk,Fairfield,"0900156060"
"09001073000",Census Tract 730,Bridgeport,Fairfield,"0900108070"
"09001073200",Census Tract 732,Bridgeport,Fairfield,"0900108070"
"09001073300",Census Tract 733,Bridgeport,Fairfield,"0900108070"
"09001073400",Census Tract 734,Bridgeport,Fairfield,"0900108070"
"09001073500",Census Tract 735,Bridgeport,Fairfield,"0900108070"
"09001073700",Census Tract 737,Bridgeport,Fairfield,"0900108070"
"09001073800",Census Tract 738,Bridgeport,Fairfield,"0900108070"
"09001074300",Census Tract 743,Bridgeport,Fairfield,"0900108070"
"09001074400",Census Tract 744,Bridgeport,Fairfield,"0900108070"
"09001080100",Census Tract 801,Stratford,Fairfield,"0900174190"
"09001021600",Census Tract 216,Stamford,Fairfield,"0900173070"
"09001021700",Census Tract 217,Stamford,Fairfield,"0900173070"
"09001021801",Census Tract 218.01,Stamford,Fairfield,"0900173070"
"09001021802",Census Tract 218.02,Stamford,Fairfield,"0900173070"
"09001080200",Census Tract 802,Stratford,Fairfield,"0900174190"
"09001080500",Census Tract 805,Stratford,Fairfield,"0900174190"
"09001080600",Census Tract 806,Stratford,Fairfield,"0900174190"
"09001080700",Census Tract 807,Stratford,Fairfield,"0900174190"
"09001044300",Census Tract 443,Norwalk,Fairfield,"0900156060"
"09001044400",Census Tract 444,Norwalk,Fairfield,"0900156060"
"09001044500",Census Tract 445,Norwalk,Fairfield,"0900156060"
"09001044600",Census Tract 446,Norwalk,Fairfield,"0900156060"
"09001090700",Census Tract 907,Trumbull,Fairfield,"0900177200"
"09001110100",Census Tract 1101,Shelton,Fairfield,"0900168170"
"09001210300",Census Tract 2103,Danbury,Fairfield,"0900118500"
"09003497600",Census Tract 4976,West Hartford,Hartford,"0900382590"
"09001080900",Census Tract 809,Stratford,Fairfield,"0900174190"
"09007680100",Census Tract 6801,Westbrook,Middlesex,"0900781680"
"09013890100",Census Tract 8901,Stafford,Tolland,"0901372090"
"09013538201",Census Tract 5382.01,Somers,Tolland,"0901369220"
"09013533102",Census Tract 5331.02,Tolland,Tolland,"0901376290"
"09003504200",Census Tract 5042,Hartford,Hartford,"0900337070"
"09003504300",Census Tract 5043,Hartford,Hartford,"0900337070"
"09003504500",Census Tract 5045,Hartford,Hartford,"0900337070"
"09003504100",Census Tract 5041,Hartford,Hartford,"0900337070"
"09003504900",Census Tract 5049,Hartford,Hartford,"0900337070"
"09003400300",Census Tract 4003,Berlin,Hartford,"0900304300"
"09003510100",Census Tract 5101,East Hartford,Hartford,"0900322630"
"09013535200",Census Tract 5352,Ellington,Tolland,"0901325360"
"09013881200",Census Tract 8812,Mansfield,Tolland,"0901344910"
"09013530600",Census Tract 5306,Vernon,Tolland,"0901378250"
"09013881300",Census Tract 8813,Mansfield,Tolland,"0901344910"
"09013538100",Census Tract 5381,Somers,Tolland,"0901369220"
"09013860100",Census Tract 8601,Columbia,Tolland,"0901316400"
"09013538202",Census Tract 5382.02,Somers,Tolland,"0901369220"
"09013840100",Census Tract 8401,Willington,Tolland,"0901385950"
"09003502800",Census Tract 5028,Hartford,Hartford,"0900337070"
"09003502900",Census Tract 5029,Hartford,Hartford,"0900337070"
"09003502500",Census Tract 5025,Hartford,Hartford,"0900337070"
"09003503000",Census Tract 5030,Hartford,Hartford,"0900337070"
"09003503100",Census Tract 5031,Hartford,Hartford,"0900337070"
"09003502600",Census Tract 5026,Hartford,Hartford,"0900337070"
"09003502700",Census Tract 5027,Hartford,Hartford,"0900337070"
"09003497300",Census Tract 4973,West Hartford,Hartford,"0900382590"
"09003497400",Census Tract 4974,West Hartford,Hartford,"0900382590"
"09003497500",Census Tract 4975,West Hartford,Hartford,"0900382590"
